Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;Place of registration name;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;ERS Exempt indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction
GBR;GBR000A10086;;MOD;2019-09-03;2020-12-30;A10086;FD7;LADY KATE;FD;Fleetwood;2IHG2;Y;Y;Y;Y;;N;;FX;FPO;NK;;;;;13.10;12.59;31.20;0.00;0.00;149.00;0.00;1;1984-01-09;MFL;;;PA;1979-01-01
GBR;GBR000A10088;;MOD;2017-08-07;2020-12-30;A10088;N25;BAHATI;N;Newry;;N;Y;Y;;;;;FX;OTB;NO;;;;;16.48;0.00;53.00;0.00;0.00;221.00;0.00;1;1989-01-01;MFL;;;;1978-01-01
GBR;GBR000A10105;8020056;MOD;2019-10-08;2020-12-22;A10105;FR559;KARENANN II;FR;Fraserburgh;MAQD7;Y;Y;Y;Y;;N;;FX;OTB;NK;;;;;23.98;22.86;193.00;0.00;0.00;447.00;0.00;2;1981-11-09;MFL;;;PA;1981-01-01
GBR;GBR000A10112;8540721;MOD;2018-10-30;2020-12-22;A10112;FR120;AMARYHA;FR;Fraserburgh;MBDT6;Y;Y;Y;Y;;N;;TT;OTB;NK;;;;;14.90;14.10;28.40;0.00;0.00;120.00;0.00;1;1960-03-30;MFL;;;PA;1960-01-01
GBR;GBR000A10122;5105142;MOD;2019-12-31;2020-12-22;A10122;FD9;BRISAN;FD;Fleetwood;MEEY;Y;Y;Y;Y;;N;;FX;GNS;OTB;NK;LL;;;35.70;31.75;286.00;0.00;0.00;529.00;176.00;2;1986-07-11;MFL;;;PA;1961-01-01
GBR;GBR000A10123;5242964;MOD;2017-06-23;2020-12-22;A10123;AR94;SIR MILES;AR;Ayr;MEIZ;Y;Y;Y;Y;;N;;FX;LLS;NK;;;;;35.43;32.30;290.00;0.00;0.00;522.00;75.00;2;1986-08-25;MFL;;;PA;1961-01-01
GBR;GBR000A10160;;MOD;2018-08-20;2020-12-30;A10160;KY154;MARELLA;KY;Kirkcaldy;;N;Y;N;N;;N;;FX;FPO;;;;;;7.69;7.69;3.71;0.00;0.00;35.00;0.00;1;1988-05-06;MFL;;;PA;1981-01-01
GBR;GBR000A10166;;MOD;2020-07-28;2020-12-30;A10166;BK172;GOOD FELLOWSHIP;BK;Berwick On Tweed;MJEG;Y;Y;Y;Y;;N;;TT;OTB;LHP;FPO;GN;;;16.98;15.54;74.00;0.00;0.00;238.00;0.00;1;1972-11-30;MFL;;;PA;1972-01-01
GBR;GBR000A10168;;MOD;2020-05-27;2020-12-07;A10168;CY701;SILVER CREST;CY;Castlebay;GFGX;Y;Y;Y;Y;;N;;TT;OTT;NK;;;;;16.46;15.73;88.00;0.00;0.00;257.00;0.00;1;1985-09-12;MFL;;;PA;1985-01-01
GBR;GBR000A10172;;MOD;2013-09-24;2020-11-03;A10172;A52;MARIGOLD;A;Aberdeen;M5553;Y;Y;Y;;;;;FX;DRB;NO;;;;;15.78;0.00;34.00;0.00;0.00;179.00;0.00;1;1989-01-01;MFL;;;;1968-01-01
GBR;GBR000A10176;;MOD;2019-09-24;2020-12-30;A10176;TT137;FRIGATE BIRD;TT;Tarbert;2QAM;Y;Y;Y;Y;;N;;FX;TBN;NK;;;;;17.04;15.85;65.00;0.00;0.00;335.70;0.00;1;1988-07-28;MFL;;;PA;1977-01-01
GBR;GBR000A10184;;MOD;2019-07-23;2020-12-30;A10184;AH71;PROVIDER;AH;Arbroath;MYHD;Y;Y;Y;Y;;N;;TT;OTT;NK;;;;;16.83;15.93;60.00;0.00;0.00;155.00;0.00;1;1972-09-07;MFL;;;PA;1972-01-01
GBR;GBR000A10188;;MOD;2017-12-21;2020-12-30;A10188;OB22;CHARMEL;OB;Oban;MAKX3;Y;Y;Y;;;;;FX;OTB;NO;;;;;17.07;0.00;88.00;0.00;0.00;309.00;0.00;1;1989-01-01;MFL;;;;1980-01-01
GBR;GBR000A10200;;MOD;2019-05-17;2020-12-30;A10200;CN258;ATLAS;CN;Campbeltown;MMEK;Y;Y;Y;Y;;N;;FX;OTB;NK;;;;;16.79;15.17;66.00;0.00;0.00;276.00;0.00;1;1973-02-27;MFL;;;PA;1973-01-01
GBR;GBR000A10203;;MOD;2016-07-13;2020-12-30;A10203;BK27;HELEN;BK;Berwick On Tweed;;N;Y;N;N;;N;;FX;FPO;;;;;;7.60;7.60;3.56;0.00;0.00;27.00;0.00;3;1984-11-30;MFL;;;PA;1984-01-01
GBR;GBR000A10207;8558479;MOD;2017-11-09;2020-12-22;A10207;CE135;CRYSTAL TIDE;CE;Coleraine;MUNG;Y;Y;Y;;;;;FX;DRB;NO;;;;;18.47;0.00;74.56;0.00;0.00;219.00;0.00;1;1989-01-01;MFL;;;;1971-01-01
GBR;GBR000A10227;8569428;MOD;2019-04-10;2020-12-30;A10227;N822;SEA HARVESTER;N;Newry;MZWP;Y;Y;Y;Y;;N;;FX;OTB;NK;DRB;;;;19.97;19.06;73.00;0.00;0.00;221.00;0.00;1;1969-04-15;MFL;;;PA;1968-01-01
GBR;GBR000A10247;;MOD;2019-05-17;2020-08-20;A10247;PD340;OCEAN VENTURE IV;PD;Peterhead;ELVT6;Y;Y;Y;Y;;N;;DB;DRB;DRB;OTB;NK;;;13.40;11.70;35.56;0.00;0.00;221.00;0.00;2;1983-10-26;MFL;;;PA;1983-01-01
GBR;GBR000A10254;;MOD;2011-07-06;2020-12-30;A10254;BA792;MARONA;BA;Ballantrae;;N;Y;N;;;;;FX;FPO;NO;;;;;6.14;0.00;2.96;0.00;0.00;48.49;0.00;1;1989-01-01;MFL;;;;1977-01-01
GBR;GBR000A10262;8792441;MOD;2020-02-10;2020-12-22;A10262;PW45;CHARISMA;PW;Padstow;MLNR5;Y;Y;Y;Y;;N;;GO;GNS;FPO;LL;GN;;;16.60;15.65;159.00;0.00;0.00;268.00;0.00;1;1988-03-28;MFL;;;PA;1988-01-01
GBR;GBR000A10269;;MOD;2015-11-23;2020-12-30;A10269;BA61;GIRL SHARON;BA;Ballantrae;MGLM6;Y;Y;N;;;;;FX;OTB;NO;;;;;10.76;0.00;10.32;0.00;0.00;55.95;0.00;1;1989-01-01;MFL;;;;1970-01-01
GBR;GBR000A10291;;MOD;2019-10-29;2020-12-30;A10291;BA90;GLORIOUS;BA;Ballantrae;;N;Y;N;N;;N;;FX;FPO;NK;;;;;9.72;9.42;8.38;0.00;0.00;71.00;0.00;1;1980-08-26;MFL;;;PA;1978-01-01
GBR;GBR000A10297;8555013;MOD;2019-10-09;2020-12-22;A10297;BA100;INTREPID;BA;Ballantrae;MUBB;Y;Y;Y;Y;;N;;FX;HMD;NK;;;;;14.98;14.21;34.35;0.00;0.00;171.00;0.00;1;1970-10-21;MFL;;;PA;1970-01-01
GBR;GBR000A10315;;MOD;2018-07-06;2020-12-30;A10315;BA120;DAWN WATCH II;BA;Ballantrae;MERU;Y;Y;Y;Y;;N;;FX;OTB;NK;;;;;15.69;14.78;41.00;0.00;0.00;175.00;0.00;1;1971-10-15;MFL;;;PA;1962-01-01
GBR;GBR000A10318;8541165;MOD;2019-11-01;2020-12-22;A10318;N123;AMETHYST;N;Newry;ZIUN9;Y;Y;Y;Y;;N;;TO;TBN;NK;DRB;;;;14.76;13.99;31.01;0.00;0.00;136.00;0.00;1;1982-03-04;MFL;;;PA;1975-01-01
GBR;GBR000A10321;;MOD;2020-02-12;2020-12-30;A10321;B128;STAR INA;B;Belfast;;N;Y;N;N;;N;;FX;FPO;GN;NK;FPO;;;7.10;7.10;3.93;0.00;0.00;15.00;0.00;3;1972-05-11;MFL;;;PA;1972-01-01
GBR;GBR000A10331;;MOD;2018-07-09;2020-12-07;A10331;OB780;RAMBLING ROSE;OB;Oban;2XOT;Y;Y;Y;Y;;N;;FX;DRB;NK;;;;;16.81;15.73;48.00;0.00;0.00;272.29;0.00;1;1979-06-22;MFL;;;PA;1979-01-01
GBR;GBR000A10337;;MOD;2020-02-17;2020-12-30;A10337;BA156;QUEENSBERRY;BA;Ballantrae;MUQF;Y;Y;Y;Y;;N;;FX;DRB;NK;;;;;15.90;14.87;35.00;0.00;0.00;201.00;0.00;1;1971-12-09;MFL;;;PA;1971-01-01
GBR;GBR000A10380;;MOD;2017-08-11;2020-12-30;M201;PL168;CONSTANT FRIEND;PL;Peel;M0YM;Y;Y;Y;Y;;N;;FX;OTB;;;;;;12.13;11.19;24.25;0.00;0.00;127.00;0.00;1;1970-01-01;MFL;;;PA;1970-01-01
GBR;GBR000A10387;8555374;MOD;2019-12-03;2020-11-18;A10387;BA224;AZTEC;BA;Ballantrae;GHMB;Y;Y;Y;Y;;N;;FX;DRB;NK;;;;;16.15;14.41;59.00;0.00;0.00;216.00;0.00;2;1986-09-24;MFL;;;PA;1986-01-01
GBR;GBR000A10404;;MOD;2017-02-23;2020-12-30;A10404;BA256;VALAURA;BA;Ballantrae;MCWL5;Y;Y;Y;Y;;N;;FX;DRB;NK;;;;;13.40;11.89;32.39;0.00;0.00;238.72;0.00;2;1987-05-17;MFL;;;PA;1987-01-01
GBR;GBR000A10422;8557580;MOD;2020-06-12;2020-08-26;A10422;B279;ROSEMARY ANN;B;Belfast;2HCH7;Y;Y;Y;Y;;N;;FX;DRB;NK;GN;OTB;;;13.72;11.99;26.15;0.00;0.00;131.00;0.00;1;1965-05-28;MFL;;;PA;1965-01-01
GBR;GBR000A10423;;MOD;2006-10-31;2020-12-30;A10423;BA280;FREEDOM III;BA;Ballantrae;MY0Y;Y;Y;Y;;;;;FX;OTB;NO;;;;;19.72;0.00;62.00;0.00;0.00;272.00;0.00;1;1989-01-01;MFL;;;;1967-01-01
GBR;GBR000A10427;;MOD;2019-10-03;2020-12-30;A10427;BA287;SEA BISCUIT;BA;Ballantrae;;N;Y;N;N;;N;;FX;FPO;NK;;;;;4.88;4.88;0.59;0.00;0.00;3.00;0.00;1;1965-10-29;MFL;;;PA;1962-01-01
GBR;GBR000A10450;;MOD;2019-05-22;2020-12-30;A10450;CN307;WILLOW;CN;Campbeltown;;N;Y;N;N;;N;;FX;FPO;NK;;;;;8.01;8.01;3.84;0.00;0.00;45.00;0.00;3;1981-04-21;MFL;;;PA;1981-01-01
GBR;GBR000A10461;8556134;MOD;2019-10-31;2020-12-22;A10461;MT338;FREDWOOD;MT;Maryport;2IBD;Y;Y;Y;Y;;N;;DB;DRB;NK;;;;;19.35;18.44;45.17;0.00;0.00;221.00;0.00;1;1976-01-08;MFL;;;PA;1975-01-01
GBR;GBR000A10468;;MOD;2020-06-15;2020-12-30;A10468;GY35;BOY HARRY;GY;Grimsby;2DOL5;Y;Y;N;N;;N;;FX;FPO;NK;GN;OTB;;;9.15;9.15;5.20;0.00;0.00;47.00;0.00;3;1982-12-22;MFL;;;PA;1982-01-01
GBR;GBR000A10509;8541232;MOD;2013-06-12;2020-12-22;A10509;B152;ILENE;B;Belfast;MZWK;Y;Y;Y;;;;;FX;OTB;NO;;;;;19.99;0.00;74.00;0.00;0.00;204.00;0.00;1;1989-01-01;MFL;;;;1968-01-01
GBR;GBR000A10512;8773811;MOD;2020-07-31;2020-12-22;A10512;FR4;GUIDE US;FR;Fraserburgh;MCHP9;Y;Y;Y;Y;;N;235004940;FX;OTB;NK;;;;;17.94;16.43;109.00;0.00;0.00;405.00;0.00;2;1984-05-21;MFL;;;PA;1982-01-01
GBR;GBR000A10524;8410110;MOD;2008-06-05;2020-09-14;A10524;FR178;CRYSTAL RIVER;FR;Fraserburgh;GDZJ;Y;Y;Y;;;;;FX;PTB;NO;;;;;25.91;0.00;208.00;0.00;0.00;514.00;0.00;2;1989-01-01;MFL;;;;1985-01-01
GBR;GBR000A10525;8541206;MOD;2018-11-27;2020-12-22;A10525;N108;RAMBLING ROSE;N;Newry;MSDN7;Y;Y;Y;Y;;N;;TT;TBN;NK;OTM;;;;18.59;17.17;91.00;0.00;0.00;272.00;0.00;1;1981-09-10;MFL;;;PA;1981-01-01
GBR;GBR000A10532;;MOD;2020-07-10;2020-12-30;A10532;BCK31;ENDEAVOUR;BCK;Buckie;;N;Y;N;N;;N;;FX;FPO;NK;;;;;8.02;8.02;4.01;0.00;0.00;28.00;0.00;1;1969-08-25;MFL;;;PA;1969-01-01
GBR;GBR000A10536;8699857;MOD;2016-11-02;2020-09-14;A10536;OB503;MAREATHER;OB;Oban;MNFD5;Y;Y;Y;;;;;FX;OTT;NO;;;;;18.23;0.00;116.00;0.00;0.00;369.00;0.00;1;1989-01-01;MFL;;;;1986-01-01
GBR;GBR000A10538;;MOD;2019-10-31;2020-11-19;A10538;WA37;SCOTIA;WA;Whitehaven;GVCD;Y;Y;N;N;;N;;FX;OTB;NK;;;;;11.25;11.25;20.06;0.00;0.00;62.00;0.00;1;1955-11-21;MFL;;;PA;1955-01-01
GBR;GBR000A10545;;MOD;2012-07-31;2020-12-30;A10545;B45;GUILLEMOT;B;Belfast;;N;Y;N;;;;;FX;FPO;NO;;;;;6.50;0.00;1.52;0.00;0.00;17.00;0.00;3;1993-01-09;MFL;;;;1986-01-01
GBR;GBR000A10546;8773184;MOD;2012-10-23;2020-09-14;A10546;FR111;ENDURANCE;FR;Fraserburgh;MDCR2;Y;Y;Y;;;;;FX;OTT;NO;;;;;24.45;0.00;171.00;0.00;0.00;415.50;0.00;1;1989-01-01;MFL;;;;1984-01-01
GBR;GBR000A10554;8792001;MOD;2015-04-28;2020-12-30;A10554;N831;SWIFT SHORE;N;Newry;2JAH;Y;Y;Y;Y;;N;;TT;OTB;NK;;;;;21.32;20.25;143.00;0.00;0.00;373.00;0.00;1;1975-08-08;MFL;;;PA;1975-01-01
GBR;GBR000A10558;8777178;MOD;2020-07-31;2020-10-07;A10558;LK250;SHARYN LOUISE;LK;Lerwick;GJBN;Y;Y;Y;Y;;N;235001440;FX;OTB;NK;;;;;18.80;16.23;111.00;0.00;0.00;298.00;0.00;1;1987-07-13;MFL;;;PA;1987-01-01
GBR;GBR000A10572;7230147;MOD;2020-07-31;2020-12-22;A10572;BCK81;KESTREL;BCK;Buckie;MHCH2;Y;Y;Y;Y;;N;233815000;DB;OTB;NK;;;;;30.20;27.49;180.00;0.00;0.00;745.09;344.00;2;1987-07-24;MFL;;;PA;1973-01-01
GBR;GBR000A10576;8536029;MOD;2018-07-09;2020-12-30;M211;PL178;LYNN MARIE;PL;Peel;2CRT;Y;Y;Y;Y;;N;;FX;DRB;LL;OTB;FPO;;;16.78;15.20;54.10;0.00;0.00;220.00;0.00;5;2017-04-27;MFL;;;PA;1973-01-01
GBR;GBR000A10599;8556146;MOD;2016-04-27;2020-10-15;A10599;B903;ASPIRE;B;Belfast;2KWE;Y;N;Y;;;;;TT;OTB;NO;;;;;22.66;0.00;138.00;0.00;0.00;309.00;0.00;1;1989-01-01;MFL;;;;1976-01-01
GBR;GBR000A10600;;MOD;2019-05-28;2020-12-30;A10600;SY818;SCALPAY ISLE;SY;Stornoway;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.48;6.48;1.60;0.00;0.00;27.00;0.00;3;1979-07-11;MFL;;;PA;1979-01-01
GBR;GBR000A10601;;MOD;2018-01-30;2020-12-30;A10601;BF17;MORAY PEARL;BF;Banff;;N;Y;N;;;;;FX;FPO;NO;;;;;8.11;0.00;2.59;0.00;0.00;41.00;0.00;3;1989-01-01;MFL;;;;1980-01-01
GBR;GBR000A10621;8782721;MOD;2019-03-13;2020-08-20;A10621;B470;ZENITH;B;Belfast;MVUR;Y;Y;Y;Y;;N;;FX;OTB;TBN;SSC;OTM;;;21.42;20.37;116.00;0.00;0.00;351.00;0.00;1;1972-06-27;MFL;;;PA;1972-01-01
GBR;GBR000A10636;;MOD;2017-06-15;2020-12-30;A10636;BCK33;PISCES;BCK;Buckie;;N;Y;N;;;;;FX;FPO;NO;;;;;6.60;0.00;2.79;0.00;0.00;22.00;0.00;1;1989-01-01;MFL;;;;1979-01-01
GBR;GBR000A10679;;MOD;2020-03-13;2020-12-30;A10679;BCK625;KELLY;BCK;Buckie;MBBC6;Y;Y;Y;Y;;N;;FX;DRB;NK;;;;;18.17;16.28;84.00;0.00;0.00;403.00;0.00;1;1982-09-16;MFL;;;PA;1982-01-01
GBR;GBR000A10687;;MOD;2019-06-19;2020-12-30;A10687;AR871;PROGRESS;AR;Ayr;2ULY;Y;Y;Y;Y;;N;;FX;OTT;NK;;;;;17.07;16.03;75.00;0.00;0.00;235.00;0.00;1;1979-02-20;MFL;;;PA;1979-01-01
GBR;GBR000A10692;8782707;MOD;2020-07-31;2020-12-22;A10692;LH1;TRANQUILLITY S;LH;Leith;MJUH9;Y;Y;Y;Y;;N;235053837;TT;OTT;NK;OTB;;;;20.60;19.16;169.00;0.00;0.00;399.00;0.00;1;1988-09-12;MFL;;;PA;1988-01-01
GBR;GBR000A10699;;MOD;2020-03-05;2020-12-30;A10699;BF18;SHARONELLE;BF;Banff;;N;Y;N;N;;N;;FX;LHP;NK;;;;;6.79;6.79;1.95;0.00;0.00;14.00;0.00;3;1986-12-19;MFL;;;PA;1900-01-01
GBR;GBR000A10703;;MOD;2018-09-24;2020-11-16;A10703;BF23;SEA SHELL;BF;Banff;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.92;6.64;1.42;0.00;0.00;44.00;0.00;3;1988-11-14;MFL;;;PA;1988-01-01
GBR;GBR000A10711;;MOD;2018-06-26;2020-12-30;A10711;CN111;FREEDOM II;CN;Campbeltown;2GMH4;Y;Y;Y;Y;;N;;FX;OTS;;;;;;16.74;15.80;74.00;0.00;0.00;208.00;0.00;1;1975-05-31;MFL;;;PA;1975-01-01
GBR;GBR000A10712;;MOD;2018-08-21;2020-12-30;A10712;PD76;TERN.;PD;Peterhead;;N;Y;N;N;;N;;FX;FPO;;;;;;5.85;5.85;1.94;0.00;0.00;18.65;0.00;3;1985-05-22;MFL;;;PA;1985-01-01
GBR;GBR000A10713;8792013;MOD;2020-07-31;2020-12-22;A10713;B119;ILLUSTRIS;B;Belfast;GFBV;Y;Y;Y;Y;;N;234781000;TO;OTB;OTM;NK;OTT;;;20.21;18.33;146.00;0.00;0.00;399.00;0.00;1;1985-03-28;MFL;;;PA;1985-01-01
GBR;GBR000A10720;;MOD;2019-07-09;2020-12-30;A10720;CN207;ALLIANCE;CN;Campbeltown;2GBT;Y;Y;Y;Y;;N;;FX;TBN;OTB;NK;;;;16.76;15.60;51.00;0.00;0.00;201.00;0.00;1;1985-06-12;MFL;;;PA;1975-01-01
GBR;GBR000A10721;8773641;MOD;2020-07-31;2020-12-22;A10721;FR54;FISHER BOYS;FR;Fraserburgh;MWHY7;Y;Y;Y;Y;;N;234750000;FX;OTB;NK;;;;;20.26;18.45;139.00;0.00;0.00;298.00;0.00;1;1986-01-14;MFL;;;PA;1986-01-01
GBR;GBR000A10726;;MOD;2018-09-06;2020-12-30;A10726;AR190;SILVER QUEST;AR;Ayr;MSSW7;Y;Y;Y;Y;;N;;FX;TBN;NK;;;;;16.92;15.58;56.00;0.00;0.00;235.00;0.00;1;1971-06-11;MFL;;;PA;1971-01-01
GBR;GBR000A10737;;MOD;2019-09-20;2020-12-30;A10737;DE41;TWA GORDONS;DE;Dundee;NUNJ;Y;Y;Y;Y;;N;;FX;OTT;GN;OTB;NK;;;16.52;15.30;47.00;0.00;0.00;244.00;0.00;1;1970-05-28;MFL;;;PA;1970-01-01
GBR;GBR000A10745;8775302;MOD;2020-07-31;2020-11-19;A10745;BF80;RELIANCE;BF;Banff;MHZZ3;Y;Y;Y;Y;;N;234908000;TT;OTT;NK;OTT;;;;18.11;16.20;126.00;0.00;0.00;530.00;0.00;1;1988-04-21;MFL;;;PA;1988-01-01
GBR;GBR000A10748;8792403;MOD;2018-07-06;2020-12-22;A10748;FR152;OCEAN TRUST;FR;Fraserburgh;GFMN;Y;Y;Y;Y;;N;;TT;OTT;NK;;;;;21.31;20.60;164.00;0.00;0.00;383.00;0.00;1;1985-08-30;MFL;;;PA;1985-01-01
GBR;GBR000A10749;8556110;MOD;2018-07-09;2020-12-22;A10749;CY702;MINCH HARVESTER;CY;Castlebay;MYJN;Y;Y;Y;Y;;N;;FX;OTT;NK;;;;;17.16;15.51;76.00;0.00;0.00;231.00;0.00;1;1980-07-28;MFL;;;PA;1980-01-01
GBR;GBR000A10752;;MOD;2020-02-28;2020-12-30;A10752;BH92;FIDELITY;BH;Blyth;2GTY;Y;Y;Y;Y;;N;;TT;OTT;PTB;NK;OTB;;;16.73;15.31;69.00;0.00;0.00;272.00;0.00;1;1980-11-10;MFL;;;PA;1975-01-01
GBR;GBR000A10755;8773770;MOD;2020-07-31;2020-09-14;A10755;BF79;BOUNTIFUL;BF;Banff;MGUQ8;Y;Y;Y;Y;;N;235009220;TO;OTB;NK;;;;;20.40;18.76;170.00;0.00;0.00;448.00;0.00;1;1987-09-25;MFL;;;PA;1987-01-01
GBR;GBR000A10758;8773756;MOD;2020-07-31;2020-12-07;A10758;OB23;CHALLENGE;OB;Oban;GHWE;Y;Y;Y;Y;;N;235008217;TT;OTB;NK;;;;;19.81;18.07;137.00;0.00;0.00;328.00;0.00;1;1986-12-09;MFL;;;PA;1986-01-01
GBR;GBR000A10763;8541787;MOD;2019-05-20;2020-12-22;A10763;B123;TRIBUTE;B;Belfast;MIXQ;Y;Y;Y;Y;;N;;FX;OTB;NK;;;;;16.66;15.28;47.00;0.00;0.00;198.00;0.00;1;1982-05-20;MFL;;;PA;1965-01-01
GBR;GBR000A10773;;MOD;2020-03-11;2020-11-02;A10773;SH116;BUDDING ROSE;SH;Scarborough;MKEX;Y;Y;Y;Y;;N;;FX;FPO;GN;OTB;LL;;;16.76;16.40;42.00;0.00;0.00;208.00;0.00;1;1972-11-23;MFL;;;PA;1972-01-01
GBR;GBR000A10780;;MOD;2016-02-26;2020-11-17;A10780;BF173;SHAMROCK;BF;Banff;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.40;6.16;1.27;0.00;0.00;9.00;0.00;1;1986-09-03;MFL;;;PA;1982-01-01
GBR;GBR000A10782;;MOD;2019-09-19;2020-12-30;A10782;TT28;MAJESTIC III;TT;Tarbert;GSUY;Y;Y;Y;Y;;N;;FX;OTT;NK;;;;;17.11;15.35;56.00;0.00;0.00;299.80;0.00;1;1973-05-01;MFL;;;PA;1973-01-01
GBR;GBR000A10783;;MOD;2016-09-22;2020-12-30;A10783;LH133;SPEEDWELL;LH;Leith;;N;Y;N;N;;N;;FX;LHP;NK;;;;;7.01;7.01;2.40;0.00;0.00;31.50;0.00;3;1973-08-15;MFL;;;PA;1972-01-01
GBR;GBR000A10793;;MOD;2017-06-08;2020-08-26;A10793;KY77;ENDURANCE;KY;Kirkcaldy;2FQC;Y;Y;Y;Y;;N;;TT;OTB;NK;;;;;16.48;15.39;52.00;0.00;0.00;202.00;0.00;1;1974-09-11;MFL;;;PA;1974-01-01
GBR;GBR000A10795;8535817;MOD;2019-02-12;2020-12-22;A10795;N336;ONWARD;N;Newry;MGKR9;Y;Y;Y;Y;;N;;FX;OTB;NK;DRB;;;;16.77;15.44;89.00;0.00;0.00;221.00;0.00;2;1988-10-31;MFL;;;PA;1988-01-01
GBR;GBR000A10814;8774360;MOD;2018-10-01;2020-12-22;A10814;BF878;OCEAN WAY;BF;Banff;GIVA;Y;Y;Y;Y;;N;;FX;FPO;NK;;;;;18.23;16.11;134.00;0.00;0.00;298.00;0.00;1;1987-02-18;MFL;;;PA;1987-01-01
GBR;GBR000A10825;;MOD;2013-10-09;2020-12-30;A10825;SH17;CORNUCOPIA;SH;Scarborough;;N;Y;N;N;;N;;FX;GN;;;;;;9.92;9.22;5.52;0.00;0.00;95.00;0.00;3;1981-06-25;MFL;;;PA;1981-01-01
GBR;GBR000A10827;8529703;MOD;2018-07-05;2020-10-28;A10827;BF794;SHAULORA;BF;Banff;2KDQ;Y;Y;Y;Y;;N;;TO;OTB;NK;;;;;17.64;16.48;87.00;0.00;0.00;244.00;0.00;2;1974-11-11;MFL;;;PA;1974-01-01
GBR;GBR000A10831;;MOD;2012-07-13;2020-12-30;A10831;BF285;DAY DAWN;BF;Banff;;N;Y;N;;;;;FX;FPO;NO;;;;;5.63;0.00;1.30;0.00;0.00;11.19;0.00;3;1989-01-01;MFL;;;;1989-01-01
GBR;GBR000A10833;;MOD;2013-08-30;2020-12-30;A10833;BF296;CHARISMA;BF;Banff;GDXU;Y;Y;Y;Y;;N;;FX;OTB;;;;;;14.11;11.98;32.25;0.00;0.00;193.00;0.00;1;1981-12-07;MFL;;;PA;1981-01-01
GBR;GBR000A10836;;MOD;2020-01-17;2020-11-18;A10836;BF300;TREASURE;BF;Banff;;N;Y;N;N;;N;;FX;FPO;NK;;;;;6.02;6.02;1.00;0.00;0.00;7.00;0.00;3;1984-07-27;MFL;;;PA;1984-01-01
GBR;GBR000A10837;;MOD;2016-08-05;2020-11-11;A10837;K27;PHOENIX;K;Kirkwall;;N;Y;N;N;;N;;FX;FPO;FPO;GN;DRB;;;9.35;9.35;8.60;0.00;0.00;94.00;0.00;3;1988-07-05;MFL;;;PA;1988-01-01
GBR;GBR000A10840;;MOD;2020-06-24;2020-12-30;A10840;N306;ARLANDA;N;Newry;2MSH;Y;Y;Y;Y;;N;;TT;OTB;TBN;NK;;;;18.43;15.99;68.00;0.00;0.00;171.58;0.00;1;1977-01-06;MFL;;;PA;1976-01-01
GBR;GBR000A10859;8536031;MOD;2020-01-13;2020-11-02;A10859;PD352;CEOL NA MARA;PD;Peterhead;2ABW3;Y;Y;Y;Y;;N;;FX;OTB;NK;;;;;16.92;15.02;75.00;0.00;0.00;273.00;0.00;2;1979-12-06;MFL;;;PA;1979-01-01
GBR;GBR000A10867;;MOD;2019-10-18;2020-12-30;A10867;SH36;KESTREL;SH;Scarborough;;N;Y;N;N;;N;;FX;FPO;NK;;;;;7.92;7.60;3.47;0.00;0.00;44.00;0.00;3;1980-06-24;MFL;;;PA;1980-01-01
GBR;GBR000A10885;;MOD;2018-01-10;2020-12-03;A10885;BF405;EMMA JANE;BF;Banff;;N;Y;N;;;;;FX;OTB;NO;;;;;9.85;0.00;10.50;0.00;0.00;93.00;0.00;4;1989-01-01;MFL;;;;1982-01-01
GBR;GBR000A10890;8773835;MOD;2020-07-31;2020-12-22;A10890;UL3;HEADWAY;UL;Ullapool;MADX8;Y;Y;Y;Y;;N;235031017;TT;OTT;NK;;;;;18.22;16.28;107.00;0.00;0.00;350.00;0.00;1;1981-12-16;MFL;;;PA;1981-01-01
GBR;GBR000A10895;8529727;MOD;2018-09-24;2020-12-22;A10895;BF120;LIBERTY;BF;Banff;MKUX3;Y;Y;Y;Y;;N;;TT;OTT;NK;;;;;18.42;16.43;97.00;0.00;0.00;373.00;0.00;1;1988-08-30;MFL;;;PA;1988-01-01
GBR;GBR000A10901;;MOD;2018-05-22;2020-11-16;A10901;UL562;SERENE;UL;Ullapool;;N;Y;N;;;;;FX;GNS;NO;;;;;8.55;0.00;6.19;0.00;0.00;22.00;0.00;1;1989-01-01;MFL;;;;1977-01-01
GBR;GBR000A10908;8790833;MOD;2019-10-25;2020-12-22;A10908;BH500;OSPREY;BH;Blyth;MBKM6;Y;Y;Y;Y;;N;;FX;OTT;NK;;;;;18.04;16.00;121.00;0.00;0.00;375.00;0.00;1;1982-12-02;MFL;;;PA;1982-01-01
