dataset,flag,geartype,hours,mmsi,shipName,vesselId,vesselType,value,activityDatasetId,flagTranslated
public-global-vessel-identity:v3.0,FRA,Trawler,443.2133333333336,228364700,F/V MARIE LOU,4f887dbd8-8060-7a16-aa78-35ab7ac26e15,FISHING,443.2133333333336,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,443.1122222222223,227317000,F/V SAMANA,c82d30319-9879-f982-29e5-e4be98ec0f14,FISHING,443.1122222222223,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,BEL,Trawler,441.11999999999983,205237000,O 231 DEN HOOPE,5a6ae6f3f-f834-e303-912d-5b933682de0a,FISHING,441.11999999999983,public-global-fishing-effort:v3.0,Belgium
public-global-vessel-identity:v3.0,FRA,Set gillnet,440.96083333333337,228222600,F/V JUPITER,18c5c25b0-0fd7-f77f-204f-d4b0813aedb0,FISHING,440.96083333333337,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Set gillnet,435.4958333333335,224228670,ITXASOKO LOREA DOS,6cb0eb8ec-c53c-b467-3077-1ac7986980c0,FISHING,435.4958333333335,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,435.433611111111,224271000,NOCHE DE PAZ,9a060fabf-ff75-24f8-ce2d-b5628e8bcac3,FISHING,435.433611111111,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Pole and line,428.37305555555554,224075180,F/V SANTA LUZIA HIRU,41930dcd6-6bfb-8723-f096-b7d3eef3c717,FISHING,428.37305555555554,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,422.34191611111123,227989000,F/V AURORE BOREALE 1,63feb60ad-de4e-13dc-10d5-6b04f8db11d5,FISHING,422.34191611111123,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Set gillnet,421.5413888888889,227315730,F/V POINT FINAL,1319a72a5-5930-ccd2-6c3a-c4f8b6f0e1e6,FISHING,421.5413888888889,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,418.25999999999993,227981000,F/V VIVALDI,22b2b17aa-a28a-6f80-3335-3e20c95d5fdc,FISHING,418.25999999999993,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,411.25472222222226,224046360,ARELA,bd1d27d9a-ab74-0473-e60f-ba2ffab2475c,FISHING,411.25472222222226,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Pole and line,408.40694444444443,224018460,BERRIZ IRIGOIEN,2db748cf2-22b6-5675-6fa7-6e8b13b617e5,FISHING,408.40694444444443,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Pole and line,404.19277777777774,224060680,KAXIMIRONA,9539f504f-fd1b-2adb-38fc-3dec219d4bc5,FISHING,404.19277777777774,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Pole and line,402.7736111111111,224004680,PITTAR,b519f3305-5967-5ee3-9967-3dfbb2b30f8c,FISHING,402.7736111111111,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,398.08527777777783,227595150,Unknown vessel,91ea6085d-dd35-9daa-50d3-22d29608ccd1,FISHING,398.08527777777783,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Other,397.22916666666663,227316650,Unknown vessel,b9f8b1d17-79c2-66c2-9c3e-ce71ab925c4d,FISHING,397.22916666666663,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Fixed gear,394.263888888889,228108900,F/V OLGA,295b292c3-343c-1b9f-e08c-95d59e36c119,FISHING,394.263888888889,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,394.02583333333337,224152140,ANSIA,9fbe3052f-f420-24e3-3162-b8df6c848fa8,FISHING,394.02583333333337,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,390.28000000000003,228219900,Unknown vessel,bb3be0ae9-9732-6570-e257-4c3db7dcfd87,FISHING,390.28000000000003,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,388.0916666666667,224051560,BETI ITXAS ARGI,98657e131-16ad-b1aa-3c91-fd849d16381c,FISHING,388.0916666666667,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Fishing,387.5974999999999,227643210,NEREE2,dc90e447a-a600-b5c0-1fca-fe80325028c0,FISHING,387.5974999999999,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,385.75583333333327,224104960,OSKARBI,0cd8a0984-4014-1cc5-aaf4-eca95d086c6c,FISHING,385.75583333333327,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Troller,384.9141666666667,224011830,ANDUIZA ANAIAK,cf788a318-8596-979d-db10-fdc8ee11f234,FISHING,384.9141666666667,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set longline,384.8616666666667,224355430,BETI GURE ISKANDER,ccdbeeb1e-e4ab-948f-45ae-b9a16be46e77,FISHING,384.8616666666667,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Fishing,382.806388888889,224050270,VERONICA DEL MAR,6e5eb1f9e-eedd-92cf-3e7a-81e0f5be807f,FISHING,382.806388888889,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,377.84861111111115,227570000,F/V IBARDIN,fbba3caf3-33e7-7e3f-f0a5-bb6c11e69934,FISHING,377.84861111111115,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,377.39333333333343,224076190,PANELO VILLA,b2efca593-3aad-b0dd-39a9-2e34a0fccc08,FISHING,377.39333333333343,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,376.2966666666667,224192570,ABRA DE AGUINO,7f0ba038a-ab03-9656-7426-e1e188799e3f,FISHING,376.2966666666667,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,369.9094444444445,227926000,F/V ARMOR II,e6a839a9c-ca92-7e71-2699-130463747b9a,FISHING,369.9094444444445,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,366.1552777777779,228248000,F/V LA MORDOREE,b29251e9d-dfe0-5602-5f16-31caaf5dc256,FISHING,366.1552777777779,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,361.0816666666666,224129190,SIEMPRE NECORA,af144f6da-a153-b8a0-45e2-07964c741689,FISHING,361.0816666666666,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,360.9682147222223,224106940,BRISAS DOS,bb3c7e045-506b-20ee-08a5-457276548dc8,FISHING,360.9682147222223,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,359.27666666666664,228194000,F/V LA GWERZ,6f4e88a50-07b6-9a3c-aa02-d6cd1b9553bf,FISHING,359.27666666666664,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,357.1141666666666,224114650,SAN FERMIN BERRIA,5c479eb98-8407-f76e-93bf-5568e59e052c,FISHING,357.1141666666666,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Pole and line,353.1669444444445,224061430,F/V BERRIZ AVE MARIA,0d5eba759-98af-376e-9f83-39b5b5a534bf,FISHING,353.1669444444445,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,350.5566666666668,224083650,BEREZMAR,d84f9f417-70fb-351e-ac52-e3b3397d50fb,FISHING,350.5566666666668,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set longline,344.28638888888884,227385000,F/V CROIX MORAND,da90d1b86-62b2-ed76-4f54-f1950c05568a,FISHING,344.28638888888884,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,344.14555555555546,228223000,F/V L`ARLEQUIN II,d38122930-0810-391a-f35f-9001776bb6fb,FISHING,344.14555555555546,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Set gillnet,341.61361111111125,228840000,F/V CORTO MALTESE II,c459c71e1-1cb1-246f-3cda-3a66cb19219c,FISHING,341.61361111111125,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,333.32431555555564,225993605,DAMAR,961f8d189-92f7-0a44-aceb-7496aa27b913,FISHING,333.32431555555564,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Other purse seines,328.90666666666664,228315000,F/V ATTALAYA BERRIA,0029df049-94e4-9264-ac54-99fe454a3d26,FISHING,328.90666666666664,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,328.87158861111106,225990490,PASA AQUI,d58d01c41-1016-a639-3e7b-4a49a7adf7ab,FISHING,328.87158861111106,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,BEL,Trawler,328.2852777777778,205227000,Z45 JERKI,8274c42b9-9819-b5db-8556-7c292f2e55e9,FISHING,328.2852777777778,public-global-fishing-effort:v3.0,Belgium
public-global-vessel-identity:v3.0,FRA,Set gillnet,328.0436111111111,227378000,F/V SAINT GOTHARD,74c627dfa-ab22-11b1-9a1c-f38b80d640d3,FISHING,328.0436111111111,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,327.4786111111111,227892000,F/V CLARWAN,16707449c-ce1f-d94a-e385-b9e1088e9272,FISHING,327.4786111111111,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Set gillnet,327.06083333333333,224185220,BETI LAGUN BI,124fffb9f-f9ac-5508-148f-c0b2566dc419,FISHING,327.06083333333333,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,323.6897222222223,227304010,F/V ALCATRAZ,bf565d13a-a56b-25a7-7f2b-1d8eb898b744,FISHING,323.6897222222223,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,322.12248694444446,224106650,PORTO DE AGUINO,01b78dace-edd3-03d6-feeb-fa588851155a,FISHING,322.12248694444446,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,319.3838888888889,224108670,LEKANDA,01d3c5d29-966e-2339-f397-a9b5dc3e9bba,FISHING,319.3838888888889,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,316.6075,228174600,FV/LA PEROUSE,c2a908ef9-9606-a704-aef8-7ae69b044f89,FISHING,316.6075,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,314.4027777777779,224055660,GURE AMA MARTINA,410dbfca7-7cdc-d633-068a-936ce0d02e83,FISHING,314.4027777777779,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,314.2944444444444,224077240,ROMINA SEGUNDO,6d0e301e5-5b38-0b8b-4300-d9c59e3e15e7,FISHING,314.2944444444444,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Purse seine,313.23333333333335,224041540,AITA RAMON,9f972420e-e5d4-164c-7fdf-8b5ed705e1e7,FISHING,313.23333333333335,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set longline,309.58944444444455,224045260,F/V CANTO NUEVO,1c3f7347d-d605-dae0-7594-ce5c20d5e273,FISHING,309.58944444444455,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,308.57500000000005,224025280,BETI ZERUKO IZARRA,c144b5761-142a-d549-09c8-e80207b82e6d,FISHING,308.57500000000005,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,307.3127777777778,224041480,COSTA CORDAL,a0a6f0c66-66b7-2d98-c993-8013fc7a99eb,FISHING,307.3127777777778,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Drifting longline,305.7391666666667,224170000,ISAMI,ee7bcc7e7-7661-5c6d-2273-722ee31adc33,FISHING,305.7391666666667,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,305.6675000000001,228190600,F/V BOUGAINVILLE,1a6080335-57e9-612d-3c3f-0646a81dd83f,FISHING,305.6675000000001,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,304.5930555555556,224046190,SIN QUERER TRES,b0f4a17ae-e896-ce6b-1ff6-a5f6c280ea50,FISHING,304.5930555555556,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set longline,303.74194444444447,224936000,SIEMPRE REVUELTA,0986edd25-5cd2-395f-0757-0c2306103fa1,FISHING,303.74194444444447,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,300.60560027777785,224055790,BEDIA,449e9c462-2731-fd18-8e49-e6444c16f217,FISHING,300.60560027777785,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set longline,299.28000000000003,224011990,GALIANA SEGUNDO,08dfeddd3-3574-7f21-5c21-45eaa7b5f6b0,FISHING,299.28000000000003,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,298.99777777777774,224009840,SIEMPRE URBEGI,e398b22e0-08d3-c6b8-615d-ae680118b96f,FISHING,298.99777777777774,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,298.88241666666676,224046790,FRESAN,48b292146-6c42-6510-ff60-a7ea3840947b,FISHING,298.88241666666676,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,297.2122222222222,224021580,NUEVO ROBER,d9e77e841-17d5-d390-329c-e72eed5fa123,FISHING,297.2122222222222,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set longline,294.0075,227344000,F/V NOTREDAMECEDEIRA,193c66d3d-dcce-f03c-349d-8fe71743bf5d,FISHING,294.0075,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,292.1350000000001,224090990,ARANTZAZUKO IZARRA,d9ad63a3b-bd41-ac46-a1b9-b51b5dc0bdb0,FISHING,292.1350000000001,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,290.38694444444445,227308170,PIPACH 2,bb0c1f9f0-0bb7-1f31-b7b4-aff2e493b498,FISHING,290.38694444444445,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,290.18888888888887,224022810,BERRIZ AMATXO,7c2142220-0c4d-493a-3d91-e7d28fbe99bf,FISHING,290.18888888888887,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,288.51389472222223,227595000,F/V LES MISERABLES,2ee5f1190-0e6b-d3bb-a422-da30e1e32852,FISHING,288.51389472222223,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,286.39666666666676,228239900,F/V MOOREA,bf8ea5a6d-da08-eb91-ddff-987067ab047f,FISHING,286.39666666666676,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Set gillnet,284.94027777777774,228435600,F/V CAMELYS,e1c0f330c-c483-50a0-798d-a3ebc7d4f2ad,FISHING,284.94027777777774,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,284.33277777777784,224222760,CAPRICHO CAMBADOS,e46ebc162-22a8-46d2-86a2-d1955c02b0ce,FISHING,284.33277777777784,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Fishing,282.9136111111111,224229960,AVE FENIX,7ae7baaed-dbfe-6f28-6bc7-ff38d5ae2b1d,FISHING,282.9136111111111,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,281.3997222222222,224222770,CAPRICHO DE PERCEB.,ad89882a7-72f6-e4e7-0d2e-58b4d69e8293,FISHING,281.3997222222222,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Fishing,281.19750000000005,224161140,MATXAKU,bb9dd9957-7c4b-0805-a7fb-cb4b08e64011,FISHING,281.19750000000005,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,279.59805555555556,227124200,L'ENFANT TERRIBLE,dec96a653-3799-d789-6678-2ffdb8c86858,FISHING,279.59805555555556,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Set gillnet,279.5616666666666,224176270,ALEXANDRE,a5615ec78-8ce9-0488-34e9-b243361dc4b5,FISHING,279.5616666666666,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,276.4850822222222,228258000,F/V MANATHIA,8186b7449-91dd-27d7-6827-80b3481ca59b,FISHING,276.4850822222222,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fixed gear,275.26472222222225,224220760,NUEVO MARGARITA,64c40dfe0-0e5a-b29e-0b1a-1dd5bc965808,FISHING,275.26472222222225,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,274.88108750000004,225992777,BI AHIZPAK,f17bdcc7a-acfb-60a9-4783-4ac647b9da60,FISHING,274.88108750000004,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,273.20611111111106,224132850,SEMPRE GALAICO,e2ddc79e0-0a48-5a9b-d9a4-efbd779b8b54,FISHING,273.20611111111106,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,273.07141444444443,224084990,F/V SAN R0MAN,cdd073d9f-f989-abe9-b6c8-8046627c0b8b,FISHING,273.07141444444443,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Trawler,271.9752777777778,224100180,PLAIA DE RUETA,107f7b8f5-58d0-6736-d3fd-671905d69607,FISHING,271.9752777777778,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,271.7583333333334,224022380,MANILO,47f9c8142-26e8-ebf8-1f88-e1362d92202e,FISHING,271.7583333333334,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,271.5347222222222,224085120,MIRANDO O MAR,52dde4ed1-1c82-4976-ef58-98b83503764b,FISHING,271.5347222222222,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,271.10972222222216,224315860,SEGUNDA ROMINA,ae39fc868-8afc-c0a7-4068-a7c957cf3fce,FISHING,271.10972222222216,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,270.9855555555556,224082870,NOVO  CAZADOR,d344cd3a0-0261-6dce-092a-d8648a52460f,FISHING,270.9855555555556,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,270.55583333333334,224141830,MI NOMBRE CINCO,4d4ee452a-ad3d-42e4-51ec-da8f96f23f16,FISHING,270.55583333333334,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,268.85416666666663,224050140,CHONO SEGUNDO,8a77a2d58-8d6b-dc34-1e87-c65b70afaf49,FISHING,268.85416666666663,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Dredge fishing,266.7338888888889,227992610,AINHARA,b1598a955-5519-793c-bd3f-1490cf00de56,FISHING,266.7338888888889,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Set gillnet,266.19401583333337,224222120,VILLA SUANCES I,632c75eb0-0b75-abe4-eff5-eb8cb438d788,FISHING,266.19401583333337,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Fishing,264.4622222222222,224042130,PESCALEMA,7b6858881-1969-15b4-b6ef-4315b25df275,FISHING,264.4622222222222,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,261.8886111111112,224215890,NUEVO TURRI,9008d9454-4017-eaff-cd12-d1988343d1f8,FISHING,261.8886111111112,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,260.2997222222223,227603670,F/V L IMAGINE,5883c98c1-1ac5-8544-6656-7781fd5578e7,FISHING,260.2997222222223,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,260.04749999999996,227852000,F/V KEFELEG AR MOR,a8d2cf4f3-3749-4e43-13a2-705d735d6523,FISHING,260.04749999999996,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Set gillnet,258.17527777777775,224138330,BETI BEGONIAKO AMA,75d6bd5b5-56e9-ca99-ef2f-88d4347a3e7a,FISHING,258.17527777777775,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,257.1263888888889,225985739,O TITAN,4e1a932f8-8086-a763-c586-6f9e51f2a24b,FISHING,257.1263888888889,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,256.9238888888888,228364000,F/V PAPI PAUL,f21cbdc50-06fa-a3d9-cc71-9c9aa3acf794,FISHING,256.9238888888888,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Set gillnet,256.8919863888889,228298000,F/V LE PTIT BOGUESE,2dbdf233e-ea1f-8a29-97e0-f2d9af3a14ff,FISHING,256.8919863888889,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Set gillnet,255.11972222222224,224059790,CACHARULO,2d312c399-9e2f-d119-bc1d-7ea3ddd1dd14,FISHING,255.11972222222224,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,252.99069138888885,224155960,MIRANDA DB,2b0131433-3e54-9a2a-8bbf-27d3d7502bd3,FISHING,252.99069138888885,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,251.75277777777777,224137140,GUK,bf586de11-195e-e7ec-ba63-9d16a76df1f9,FISHING,251.75277777777777,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,251.485,224225380,BETI AURRERA,3b77b48ef-f1df-caac-6316-def08c36d3ed,FISHING,251.485,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Trawler,249.9427777777778,228288000,F/V LOLA JULIA,6dd7d6cff-f142-2510-a3f4-82158e541134,FISHING,249.9427777777778,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Troller,246.34666666666672,224112290,NUEVO CHISU,737009bb7-77bf-fe5a-91f4-4a263b525fea,FISHING,246.34666666666672,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,BEL,Trawler,245.7927777777777,205243000,Z.48DE MARIA ANTONIA,6a4f382df-f9fb-3501-4f27-9d3ca868e3c5,FISHING,245.7927777777777,public-global-fishing-effort:v3.0,Belgium
public-global-vessel-identity:v3.0,FRA,Trawler,245.40027777777783,228929000,F/V ADELINE STEPHEN,c4028defe-e3b3-8b4f-c1b1-23424a70b978,FISHING,245.40027777777783,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Fishing,245.07305555555553,224218930,CANALECHEVARRIA,fce6732bb-b832-31ce-800b-858102de9b8d,FISHING,245.07305555555553,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,243.675,225993058,CARMEN DOS,8b93a8ede-e149-1a39-08cd-5c3354b1b4c5,FISHING,243.675,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,243.3561111111111,224117130,MONTSERRAT MORENITA,16be88f6a-adb0-5b67-6ce1-12ff3245ec08,FISHING,243.3561111111111,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,242.0891666666667,224139780,XIANA E ANXO,fc2db23bc-c438-1c06-95e3-7e7de8206d4a,FISHING,242.0891666666667,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,240.51277777777776,224223470,JON KURTZIO,0afc5a61f-ffbf-6915-9792-d8aedc69fbe4,FISHING,240.51277777777776,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,240.37833333333333,224096830,MARUXIA SEGUNDO,fa9d8060b-bed2-a83a-f333-884f774fea86,FISHING,240.37833333333333,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,239.8675,224174930,BETI EUSKAL HERRIA,7b4780298-8562-f500-0901-16bfc6ea7167,FISHING,239.8675,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Set gillnet,239.59694444444443,224081790,F/V ALMIKEKO AMA,d96f63a12-2a75-1a79-e13e-5ebd71ffc2c1,FISHING,239.59694444444443,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,238.14666666666662,224021340,OLLO DO MAR,615cff297-7b57-5e51-e527-082767cf48ad,FISHING,238.14666666666662,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Fishing,236.7236111111112,224051160,MARIA DIGNA DOS,d9e96f9b6-667f-af25-85d1-b088f9e06701,FISHING,236.7236111111112,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Drifting longline,236.60361111111106,224290000,LEPORRE ANAIAK,b718cf738-8ad7-35f7-0f4c-732cb9fc2b43,FISHING,236.60361111111106,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,235.45361111111112,224103760,MARCELINA LECUE,1883b71dd-dc37-4f0a-73ab-d8892b4b125e,FISHING,235.45361111111112,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Set gillnet,232.4261111111111,227602960,Unknown vessel,ff8e88145-5746-93b4-90f5-03e6d9660ee7,FISHING,232.4261111111111,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,232.39166666666665,224019680,SALETA,66ff42edd-d7a1-83ce-feac-b56f04dd10b1,FISHING,232.39166666666665,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,FRA,Fishing,231.4880555555555,227917000,F/V R0NSARD,9674402a0-025d-f65a-3240-0b52302f8711,FISHING,231.4880555555555,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,231.02750000000003,227410000,F/V TANGAROA,f99fde007-7754-7f06-d75e-85cf4cc5fa5d,FISHING,231.02750000000003,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,FRA,Trawler,228.59138888888884,227643640,Unknown vessel,02e305820-0285-1dc5-a08f-4a708225607d,FISHING,228.59138888888884,public-global-fishing-effort:v3.0,France
public-global-vessel-identity:v3.0,ESP,Other purse seines,228.4808333333333,224012850,PLAYA DE COVAS,12e483dd1-1e71-1b16-2bc8-00e65928f8cd,FISHING,228.4808333333333,public-global-fishing-effort:v3.0,Spain
public-global-vessel-identity:v3.0,ESP,Other purse seines,227.91583333333332,224100590,ARDORAN,5d264886a-af66-2466-9aea-157da9ca97a2,FISHING,227.91583333333332,public-global-fishing-effort:v3.0,Spain
