year,fao_landing_c_name,iso3_code,fao_area_code,spp_alpha,landings_spc_area,fao_land_id,fishery_name,fishery_id,gear,depth,location,vessel_length,catch_norm,catch_fishery_area_spc
2023,Spain,ESP,27,jaa,0.19438444924406,870,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.19438444924406
2023,Spain,ESP,27,jrs,2.44600431965443,876,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,2.44600431965443
2023,Spain,ESP,27,ldb,15.7605399568035,881,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,15.7605399568035
2023,Spain,ESP,27,lec,0.125097192224622,883,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.125097192224622
2023,Spain,ESP,27,lee,0.00809935205183585,884,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00809935205183585
2023,Spain,ESP,27,lox,0.0323974082073434,890,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.0323974082073434
2023,Spain,ESP,27,meg,3.65287257019438,899,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,3.65287257019438
2023,Spain,ESP,27,mnz,24.6946004319654,906,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,24.6946004319654
2023,Spain,ESP,27,mol,0.618250539956803,907,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.618250539956803
2023,Spain,ESP,27,mon,279.985097192225,908,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,279.985097192225
2023,Spain,ESP,27,mus,0.00269978401727862,914,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00269978401727862
2023,Spain,ESP,27,oct,0.0377969762419007,923,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.0377969762419007
2023,Spain,ESP,27,oil,0.00809935205183585,925,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00809935205183585
2023,Spain,ESP,27,oyg,4.89740820734341,928,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,4.89740820734341
2023,Spain,ESP,27,pcb,27.9994600431965,932,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,27.9994600431965
2023,Spain,ESP,27,pel,0.218682505399568,934,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.218682505399568
2023,Spain,ESP,27,raz,0.00539956803455724,950,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00539956803455724
2023,Spain,ESP,27,rjc,188.06090712743,955,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,188.06090712743
2023,Spain,ESP,27,rje,0.709460043196544,956,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.709460043196544
2023,Spain,ESP,27,rjh,6.72246220302376,957,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,6.72246220302376
2023,Spain,ESP,27,rji,1.12399568034557,958,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,1.12399568034557
2023,Spain,ESP,27,rjm,21.2780993520518,960,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,21.2780993520518
2023,Spain,ESP,27,rjn,96.3519222462203,961,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,96.3519222462203
2023,Spain,ESP,27,rjo,1.43,962,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,1.43
2023,Spain,ESP,27,scx,0.00809935205183585,985,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00809935205183585
2023,Spain,ESP,27,six,0.00539956803455724,992,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00539956803455724
2023,Spain,ESP,27,sli,0.398768898488121,995,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.398768898488121
2023,Spain,ESP,27,slx,0.0242980561555076,998,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.0242980561555076
2023,Spain,ESP,27,sma,0.0107991360691145,999,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.0107991360691145
2023,Spain,ESP,27,smd,0.0407991360691145,1000,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.0407991360691145
2023,Spain,ESP,27,stt,0.00269978401727862,1019,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00269978401727862
2023,Spain,ESP,27,stu,0.0107991360691145,1020,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.0107991360691145
2023,Spain,ESP,27,trc,0.0107991360691145,1031,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.0107991360691145
2023,Spain,ESP,27,whe,0.00809935205183585,1052,Other Spanish fisheries in NE Atlantic,1609,MIS,NA,NA,NA,1,0.00809935205183585
